timestamp,sampling_rate,frame_length_in_s,frame_step_in_s,num_mel_bins,lower_frequency,upper_frequency,batch_size,learning_rate,end_learning_rate,epochs,test_accuracy
1734445831,16000,0.004,0.002,40,20,4000,20,0.01,1e-05,20,0.8700000047683716
1734446056,16000,0.004,0.002,40,20,4000,10,20,0.01,1e-05,20,0.9100000262260437
